title,url,html
A “house of peace” in UP: UP President Jose V. Abueva’s legacy – University of the Philippines,https://up.edu.ph/a-house-of-peace-in-up-up-president-jose-v-abuevas-legacy/,"A “house of peace” in UP: UP President Jose V. Abueva’s legacy
August 18, 2021 | Written by Celeste Ann Castillo Llaneta



The story of the man that Dr. Jose Veloso Abueva would become—political scientist and public administration scholar, founder, and President of Kalayaan College, and Professor Emeritus and 16th President of the University of the Philippines—began with the story of a boy who survived an untold tragedy and went on to live his life advocating for peace.

Overcoming tragedy

The story is recounted in One by One (2004) by Daisaku Ikeda, Japanese Buddhist philosopher, educator, peace advocate, and honorary President of Soka Gakkai and founding President of the Soka Gakkai International. The book is a collection of essays. Ikeda reflects on his encounters with various world figures, scholars, and activists who have inspired him. The article, “Refusing to Hate”, tells of Dr. Abueva, then a teenaged boy during the last year of the Japanese occupation of the country in World War II. Their parents, Teodoro and Nena, known resistance fighters, were tortured and taken away from their children. While his brother Napoleon “Billy” stayed to look after their five other siblings, Jose, together with a cousin, set out in a boat to search for his parents. Eventually, he came upon the torn and bloodied remnants of their clothing near a hill, where Filipino resistance fighters had been reportedly executed. There, he gathered their remains and made the sad journey back to his orphaned siblings.

Others may have been consumed with anger and hate over the tragedy that had befallen their family. On the other hand, Dr. Abueva and his siblings rose above it, striving to support one another. In time, each Abueva sibling attained success and made their marks locally and internationally. For instance, his brother Napoleon became National Artist for Sculpture. Dr. Abueva excelled in the areas of education, development, and peace studies.

Rising from the ranks

Born on May 25, 1928, Abueva earned his Bachelor of Arts degree (Arts-Law), cum laude, from UP in 1951, his Master of Public Administration in 1954 and his Ph.D. in Political Science (minor in Sociology) in 1959 from the University of Michigan. He earned his UP Graduate Study Fellowships from the US Mutual Security Agency/Foreign Operations Administration, forerunners of USAID, the Agricultural Development Council, and the Rockefeller Foundation.

From 1950 to 1970, he crossed ranks from being graduate assistant and Instructor in Political Science and Sociology at the UP Diliman College of Liberal Arts to becoming Professor of Public Administration, serving as Assistant Dean for Academic Instruction and Research from 1963 to 1970 of the then UP College of Public Administration (UP CPA). He was founding editor of the UP CPA’s Philippine Journal of Public Administration, assisted UP President Carlos P. Romulo in the reorganization of UP as Faculty Coordinator, and became the first President of the UP Faculty Association and, later, Director of Local Government Research of the UP CPA. In the mid-1960s, he pioneered development-related studies in the University. He also established the Doctor of Public Administration Program at the UP CPA.

He also served in various government posts, including as Executive Director of the Joint Executive-Legislative Local Government Reform Commission from 1970 to 1971; as Secretary of the Constitutional Convention (elected by the Convention Delegates) from 1971-1973; and as Executive Secretary of the Metro Manila Councilors’ Assembly in 1973.

Service to the UNU

In a curious twist, he was recruited in 1977 by the United Nations University (UNU) in Tokyo, Japan. He served from 1977 to 1987. His work with the UN also included as Secretary of the UN University Council (Governing Board of the University), as Director of the UN University Office for North America, UN Headquarters in New York City, and Director of Planning and Evaluation for the UN University. As Ikeda shares in his essay:

“At the UNU, Dr. Abueva worked with a team of talented, dedicated, and multicultural scholars to advance UNU’s mission of coordinating research on such global issues as eliminating hunger, managing natural resources, and promoting social development. Throughout their stay in Japan, Dr. Abueva and his family made a conscious effort to make friends and be ambassadors of goodwill, learning the Japanese language and culture. ‘By living, learning and working in Japan, by fate or accident, we’d like to feel that we helped to achieve on a limited scale a reconciliation between Filipinos and Japanese,’ [Abueva writes].”

Socialized tuition and a Filipino language policy

Equitable development, nationalism, and peace became the hallmarks of Abueva’s administration when he became President of the University of the Philippines from 1987 to 1993, serving concurrently as Chancellor of UP Diliman from 1990 to 1991. Following the observation that enrollment in UP was declining among students from marginalized communities, he introduced the Socialized Tuition Fee Assistance Program (STFAP) in 1987. The program bracketed UP students and ensured that wealthy students paid higher tuition to subsidize more underprivileged scholars. He also institutionalized a Filipino language policy within the University, for which he was recognized in 1994-1995 with the Gawad Sikolohiyang Pilipino from the Pambansang Samahan sa Sikolohiyang Pilipino, the Gawad Cecilio K. Lopez from the UP Sentro ng Wikang Filipino, and recognition from the UP Departmento ng Filipino at Panitikan ng Pilipinas. These two are among the cornerstones of his legacy as UP President."
A writer’s truth: The legacy of National Artist Bienvenido Lumbera – University of the Philippines,https://up.edu.ph/a-writers-truth-the-legacy-of-national-artist-bienvenido-lumbera/,"A writer’s truth: The legacy of National Artist Bienvenido Lumbera
September 28, 2021 | Written by Celeste Ann Castillo Llaneta



BIEN

 

Paano kita tatawagin?

Guro? Patnubay? Uliran?

Kaibigan, kalahati ng danas ko’y nagunaw

Sa iyong pagpanaw.

 

Rio Alma

28 Setyembre 2021

 

Photo from UP AVP Jose Wendell Capili.

Writer, poet, critic, dramatist, mentor, scholar, political prisoner, activist. Dr. Bienvenido L. Lumbera, National Artist for Literature, was all this and more.

With his passing on September 28, 2021, at the age of 89, Dr. Lumbera—Ka Bien to his friends and colleagues—left behind a distinguished body of works and a legacy of fearless activism, harnessing the power of literature and the arts for the cause of freedom, truth, and nationalism.

 

A writer’s childhood

Dr. Lumbera’s literary work encompasses multiple genres, from poetry to stage plays and librettos. His love for these different genres stems from his childhood. Born in Lipa, Batangas, on April 11, 1932, to Timoteo and Carmen Lumbera.  Young Bienvenido was orphaned at an early age. He and his older sister Leticia were cared for initially by their paternal grandmother, then when the war ended, by his godparents, Enrique and Amanda Lumbera.

Despite the tragedy he had experienced at such a young age, Lumbera recalled having a rich childhood. He played with the neighboring kids, played the action movies he watched and listened to his aunts read aloud from the novella series in Liwayway magazine. His childhood experiences in the historic town of Lipa formed the foundation of his writing career.  One of his renowned musical dramas, Hibik at Himagsik nina Victoria Laktaw, is set in his childhood town.

Lumbera went to Lipa Elementary School and finished high school at Mabini Academy. Initially, he wanted to attend college at the University of the Philippines. However, his guardians, who supported his education, convinced him to enroll at the University of Santo Tomas instead. It was closer to their place of work. In 1957, he earned his B.Litt in Journalism from UST.  In 1967, he obtained his M.A. and Ph.D.  in Comparative Literature from Indiana University.  His groundbreaking dissertation focused on Tagalog poetry from the seventeenth to the nineteenth centuries. While studying in the U.S., he threw himself entirely into education in culture—film, theater, opera, jazz, and everything in between.

After coming home from the U.S., Lumbera taught Literature, Philippine Studies, and Creative Writing at the Ateneo de Manila University. This period saw his activist spirit ignite. He was involved in the Filipinization movement in the 1960s, and served as the chairman of the Panulat Para sa Kaunlaran ng Sambayanan (PAKSA), an organization of activist-writers. His activism was so well-known that when Ferdinand Marcos declared Martial Law in 1972, Lumbera knew he was among those targeted for arrest and was forced underground. He was arrested in January 1974, and released a year later after Cynthia Nograles, his former student at Ateneo de Manila University, appealed for his release. The two were married a few months later.

A nationalist writer in the time of Martial Law and beyond

In an interview with Rappler published on April 12, 2017, Lumbera shared an experience he had following his release from prison during Martial Law. He described how department stores hired people to dress up and pose in shop windows as living mannequins."
Former UP Law dean and international law luminary Merlin Magallona passes on – University of the Philippines,https://up.edu.ph/former-up-law-dean-and-international-law-luminary-merlin-magallona-passes-on/,"Former UP Law dean and international law luminary Merlin Magallona passes on
January 2, 2022 | Written by Celeste Ann Castillo Llaneta
"
20% of UP students affected by Typhoon Odette – University of the Philippines,https://up.edu.ph/20-of-up-students-affected-by-typhoon-odette/,"


An estimated 20% of students of the University of the Philippines (UP) are still affected by the aftermath of Typhoon Odette, according to the UP Office of Student Financial Assistance (OSFA).

Many of these students live in four regions identified to be at high risk for the effects of typhoons: Regions VI, VII, VIII, and CARAGA. Roughly 17.2% of the University’s student population live in these regions, devastated by Typhoon Odette, which hit the country on December 16 and caused severe and widespread damage throughout central and southern Philippines.

Regions IV-B and X, considered moderate to high-risk regions where some provinces were also severely affected by Typhoon Odette, are called home by around 2.8% of UP’s student population.

Following the Typhoon, in Memorandum RAG 2021–53 dated December 20, 2021, Assistant Vice President for Student Affairs Richard Philip Gonzalo asked concerned units across the UP System to reach out to affected students. These units advised students to file applications, especially those with no records in the Student Learning Assistance System (SLAS). The University will document students needing support and fast-track financial aid processing. Gonzalo also urged the Student Affairs offices to meet with their respective scholarship committees to find ways to expedite the processing of financial assistance of those affected. Anticipating that some of the grantees will be in areas where banks have temporarily ceased operations due to the Typhoon, he encouraged Student Affairs units to explore alternative means of sending financial assistance to shorten the time for support to reach the students.

As of January 4, 2022, the University has 851 documented financially vulnerable students. One hundred and seventy-five (175) belong to households earning an annual income of less than P80,000. These students receive a monthly stipend of P5,000. However, there are 676 students from families earning P80,000 to P250,000 annually. These students may be struggling with the effects of the Typhoon. The OSFA expects these 676 students will file appeals for a monthly stipend.

With the widespread effect of the Typhoon, the University anticipates more undergraduate students filing applications in the SLAS during the restoration of internet connections in typhoon-affected areas, and Student Affairs units can reach out to these affected students.
"
danilo l concepcion – University of the Philippines,https://up.edu.ph/tag/danilo-l-concepcion/,"Singkaban at Balanghai: Pasasalamat at Pagsalubong – an UPSO concert in honor of two UP Presidents
February 7, 2023 by UP Media and Public Relations Office

  In gratitude to outgoing University of the Philippines (UP) President Danilo L. Concepcion and to welcome incoming UP President Angelo “Jijil” A. Jimenez, the UP Symphony Orchestra (UPSO) presents “Singkaban at Balanghai: Pasasalamat at Pagsalubong, Musikang Alay ng Orkestra ng Bayan.” The concert title is inspired by the design of UP College of Fine […]

UPSO, UP officials visit Southern Taiwan HEIs for arts and culture cooperation
January 6, 2023 by Jo. Florendo B. Lontoc

  A top-level delegation from the University of the Philippines (UP) is meeting with counterparts from Southern Taiwan academe to formalize new academic cooperation and gain insight on “navigating and framing integrative university development and governance.” UP officials, headed by President Danilo L. Concepcion, arrived in Kaohsiung City on January 6, 2023, to meet with […]

UP Diliman Food Hub opens
January 4, 2023 by Jo. Florendo B. Lontoc"
UP to host 8th ASEAN Youth Volunteer Program Philippines 2020 – University of the Philippines,https://up.edu.ph/up-to-host-8th-asean-youth-volunteer-program-philippines-2020/,"

The 8th Steering Committee Meeting of the ASEAN University Network’s Thematic Network on University Social Responsibility and Sustainability (AUN USR&S) was held on November 29, 2019 in the Quezon Hall Board Room. Photo by Bong Arboleda, UP MPRO.

 

The University of the Philippines System is set to host the 8th ASEAN Youth Volunteer Program (AYVP) Philippines 2020 from August 2 to 27, 2020, at the UP Los Baños. It will revolve around the theme, Education Development and Education for All, in line with the UN Sustainable Development Goal No. 4."
Ugnayan ng Pahinungod opens national volunteerism celebrations – University of the Philippines,https://up.edu.ph/ugnayan-ng-pahinungod-opens-national-volunteerism-celebrations/,"

Screenshot from the webinar “HEIs Making a Difference thru Volunteerism: Ang Kwento ng Pahinungód”, which kicked off National Volunteerism Month. Watch the replay of the webinar on YouTube  or on the UP System Ugnayan ng Pahinungod Facebook page.

 

 

The Ugnayan ng Pahinungod or Oblation Corps of the University of the Philippines, in coordination with the Philippine National Volunteer Service Coordinating Agency (PNVSCA), opened on December 1, 2020 the country’s celebration of the National Volunteers Month with the webinar “HEIs Making a Difference Through Volunteerism: Ang Kuwento ng Pahinungod”. (Watch the replay of the webinar on YouTube or on the UP System Ugnayan ng Pahinungod Facebook page.

Through testimonies, the webinar showed the participating higher educational institutions (HEIs) the philosophy, history, and institutionalization of volunteerism in the state university, while presenting the experiences of the Pahinungod volunteers and beneficiaries.

 

 

Screenshot from the webinar “HEIs Making a Difference thru Volunteerism: Ang Kwento ng Pahinungód”, which kicked off National Volunteerism Month.

 

UP President Danilo Concepcion, credited for reviving the Ugnayan ng Pahinungod as a UP System-wide volunteer service program coordinated through a UP System council, opened the program.

“In unifying the volunteer programs of constituent universities (CUs), we aim to firm up our efforts and be able to help more effectively,” he said in Filipino.

Former UP President Emil Javier, credited for establishing the Ugnayan ng Pahinungod in 1995, talked about the origins of the Ugnayan in 1994 when the University pondered on the question of “losing its soul”. The program formally operationalized the philosophy of volunteerism as another dimension of the University function, enhancing its teaching, research, and extension services."
President’s Corner – Page 2 – University of the Philippines,https://up.edu.ph/category/presidents-corner/page/2/,"UP and Nagoya University deepen partnership
October 11, 2023 by Franco Gargantiel II

  The University of the Philippines deepened its partnership with Nagoya University with the signing of a Memorandum of Agreement (MOA) establishing the Nagoya University Asian Satellite Campus at the Chancellors’ Hall, Ground Floor, Bienvenido M. Gonzales Hall of the UP Los Baños (UPLB). The signing ceremony was held on October 9, at the Office […]

UP Sanctuary, a haven to promote mental health, soon to rise in UP Diliman
October 9, 2023 by Celeste Ann Castillo Llaneta

    A new, verdant and peaceful haven is soon to rise in the Diliman campus—a place where, as UP President Angelo A. Jimenez put it, UP students and members of the UP community can reconnect and interact with Nature, with one another, and with themselves. In the afternoon of October 4, in a portion […]

We encourage activism. . . because we care.
October 5, 2023 by Jo. Florendo B. Lontoc"
UP and Nagoya University deepen partnership – University of the Philippines,https://up.edu.ph/up-and-nagoya-university-deepen-partnership/,"UP and Nagoya University deepen partnership
October 11, 2023 | Written by Franco Gargantiel II


UP President Angelo A. Jimenez welcomes guests from Nagoya University. Photo by Abraham Arboleda, UP MPRO.
"
"Speech of UP President Angelo A. Jimenez for Pagtutulay, Pagtutuloy: The 1st UP-SUC Summit on Excellence and Equity in Public Higher Education – University of the Philippines",https://up.edu.ph/speech-of-up-president-angelo-a-jimenez-for-pagtutulay-pagtutuloy-the-1st-up-suc-summit-on-excellence-and-equity-in-public-higher-education/,"

University of the Philippines (UP) President Angelo Jimenez delivering his speech at the UP-SUC Summit. Photo by Abraham Arboleda, UP MPRO.

CHED Chair J. Prospero de Vera III,
PASUC President Tirso Ronquillo,
Presidents of our fellow SUCs,
Panel speakers,
Colleagues in UP,
Distinguished guests,
Good morning.
"
Angelo A. Jimenez – Page 2 – University of the Philippines,https://up.edu.ph/tag/angelo-a-jimenez/page/2/,"PAJ fetes 2023 UPAA Awardees
August 29, 2023 by Arlyn VCD Palisoc Romualdo

  “To the best of the best of this University, our alumni, for representing our highest ideals and aspirations, for being true alumni of UP and sons and daughters of the Filipino nation which UP has dedicated to support and promote, cheers!” This was UP President Angelo A. Jimenez’ toast to the 2023 UP Alumni […]

UP to lead the way in improving the quality of education in other SUCs, says Jimenez
August 1, 2023 by UP Media and Public Relations Office

Addressing the graduating class of the University of the Philippines (UP) Diliman, University of the Philippines (UP) President Angelo “Jijil” Jimenez announced that UP would lead efforts to democratize access to quality tertiary education by helping improve the quality of education in other SUCs. In his commencement address, delivered on 30 July via a video […]

A Datu in Diliman
August 1, 2023 by UP Media and Public Relations Office"
International tenor conducts a master class for UP students – University of the Philippines,https://up.edu.ph/international-tenor-conducts-a-master-class-for-up-students/,"

University Professor Mario Antonio Diaz-Varas of the Universität Mozarteum Salzburg coaches a UP voice student in advanced techniques in solo singing at the UP College of Music. Photo from the UP System Office of International Linkages Facebook page.

 

From October 3 to 7, 11 students from the Voice Department of the University of the Philippines (UP) College of Music were given a master class in voice and solo singing by Univ. Prof. Mario Antonio Diaz-Varas, professor for solo voice at Universität Mozarteum Salzburg and international relations coordinator for the ASEAN European Academic University Network (ASEA-UNINET), of which UP is a member.

The master class culminated in a concert performance by Prof. Diaz’s students on the evening of October 7 at the UP Institute of Environmental Science and Meteorology (IESM) auditorium, with leading international pianist Ms. Tomoko Aikawa as accompanying artist. Officials from the UP System, the UP College of Music, the UP College of Science, and the IESM, as well as the friends and families of the student participants, attended the concert.

Prof. Diaz and Ms. Aikawa onstage just before the concert that would conclude the five-day voice masterclass. Photo by Jonathan Madrid (UP MPRO)

 

In her opening remarks during the concert performance, UP Assistant Vice President for Academic Affairs and UP System Office of International Linkages Director Imee Su Martinez thanked Prof. Diaz and Ms. Aikawa for visiting the Philippines and sharing their expertise with UP’s voice students. According to Martinez, Prof. Diaz was intrigued by Filipino singers’ skill and vocal knowledge and came to UP to find out the secret of Filipino singing at the very source. ”

“As Prof. Diaz repeatedly said in his master class, the secret of Filipino singing perhaps is in the food. While our food may have made a difference in our vocal talents, in my opinion, the skills and talents of our students are honed and shaped by our wonderful and very dedicated faculty of the College of Music,” Martinez said.

UP AVP for Academic Affairs and OIL Director Imee Su Martinez opens the concert by thanking the internationally renowned tenor for sharing his knowledge with UP students. Photo by Jonathan Madrid (UP MPRO)"
Keynote Speech of UP President Angelo A. Jimenez – University of the Philippines,https://up.edu.ph/keynote-speech-of-up-president-angelo-a-jimenez/,"

President Angelo Jimenez delivering his speech at the UP Scientific Productivity System (SPS) Awarding Ceremony for Batch 2022-2024 of UP Scientists in UP Los Baños. Photo by Abraham Arboleda, UP MPRO.
UP Scientific Productivity System (SPS) Awarding Ceremony for Batch 2022-2024 of UP Scientists
29 September 2023 | Friday | 1:00 PM"
Investiture Speech of UP President Angelo A. Jimenez – University of the Philippines,https://up.edu.ph/investiture-speech-of-up-president-angelo-a-jimenez/,"

President Angelo Jimenez ends his Investiture Speech with a raised clenched fist, symbolizing UP’s tradition of activism. Photo by Kevin Christian Roque, UP MPRO.
Panaad at Kabilin: Pagtatalaga kay Kgg. Angelo A. Jimenez bilang ika-22 Pangulo ng Unibersidad ng Pilipinas
14 September 2023 | Thursday | 9:00 AM
UP Mindanao Atrium, Tugbok, Davao City, Davao del Sur

Thank you all for joining me here today, in one of our beloved University’s most meaningful rites of transition. I am honored and humbled by your presence—not only my colleagues in the University and comrades in arms, but our distinguished guests who have come from far and wide, and our gracious hosts in this beautiful and vibrant city of Davao.

Today my heart is filled with joy, because I have come home—home to this great island of my birth, to the cradle of my hopes and dreams. Those hopes and dreams have never been mine alone. They have been nurtured and pursued by every Filipino born, as I was, far from what have become our country’s centers of wealth and power. 

I say this with some irony, because we often forget that once upon a time, Mindanao—and particularly my home city of Butuan—was that very center. As we often say where I come from, “Before there was the Philippines, there was Butuan.” It was a city of goldsmiths and shipbuilders, of a proud and industrious people who ventured far beyond their shores to make their mark in the world.

I, too, have been fortunate to travel far, driven both by my hunger to learn and by the demands of my profession. I went as far as war-torn Iraq where, as a hostage negotiator, I physically grabbed Filipino hostage Robert Tarongoy into freedom and safety in the middle of Baghdad’s bloodied streets. My wife and I also came home with a new daughter, an infant left at our doorstep, a blessing from God whom I am delighted to be with us today.

I also wish my dear parents were here to share this moment with me, but I know that they are watching and listening, happy if not a bit disbelieving how far in life their son has come.

But no matter how far we go or how long it takes, we always come home. That is who and what we are. Like Ulysses, we roam the farthest ends of the earth in search of adventure and bounty—or, in the case of our 10 million OFWs, of a better future for their children. 

I am home today not to boast of what I have achieved by the grace of God, but to share what I have learned, and beyond myself, what this great institution I am now privileged to lead has achieved and what it can still offer. 

Datu Mankalagan to my Manobo family, and Angelo Azura Jimenez to everyone else, I humbly accept the honor and the challenge of serving as the 22nd President of the University of the Philippines. I do so with much optimism and enthusiasm, tempered only by my awareness, gained over these past six months of practice, that the leadership of this University is one of this country’s heaviest and most complex responsibilities.

But it is also the opportunity of a lifetime—not just mine, but that of my generation—to serve the Filipino people with all I have learned from this institution and from my engagements with the world. 

I came of age under the shadow of martial rule. I learned that even under adverse circumstances, there was much that could be done to seek for ourselves and our society the benefits of knowledge and collective action. As a student leader, I felt and understood what burned in the heart of every Isko and Iska: the desire to serve and to make a difference in the lives of our people. Beyond our much-vaunted talent, this is the true hallmark of a UP native, the service gene that seems to have been coded into our DNA.

We chose our own paths. I became a lawyer, and devoted myself to advancing the welfare of our working men and women. I never expected then that I would be where I am now, coming full circle, on an upward spiral, from student to president.

But as I am reminded every day by the many exciting things that pass my way—a new research program, a request for UP’s expertise—I remain and will forever be a student. In these years ahead, I will listen to you, my dear colleagues, my seniors and my juniors, drawing on your wisdom and experience to make the best possible decisions for the good of our University and our people. 

 

“I pledge to be fair, to be transparent, to be accountable, and to serve you to the best of my ability.” President Jimenez makes this promise during his Investiture Ceremony held at the UP Mindanao Atrium, UP Mindanao campus, Davao City. Photo by Abraham Arboleda, UP MPRO.

 

I pledge to be fair, to be transparent, to be accountable, and to serve you to the best of my ability. If I do wrong, let me know how we can set things straight and move forward. If I do right, then encourage me to stay the course, to be firm and strong, and above all, to be humble. 

I’m especially honored to be joined today not only by my UP family, but also by the presidents and representatives of our State Universities and Colleges, for whom we have organized a summit meeting. This summit will explore the many possibilities for enhancing and strengthening partnerships between our institutions. I will address these possibilities in our meeting tomorrow, at length and in greater detail. 
"
UP sends off MSI’s expedition to the Kalayaan Island Group – University of the Philippines,https://up.edu.ph/msi-expedition-kalayaan-island-group/,"

"
UP Mindanao Unveils Newest Food Security Research to the Press – University of the Philippines,https://up.edu.ph/up-mindanao-unveils-newest-food-security-research-to-the-press/,"
"
UP enters top 100 for development studies – University of the Philippines,https://up.edu.ph/up-enters-top-100-for-development-studies/,"


The University of the Philippines has been named one of the world’s top 100 universities for development studies by British company Quacquarelli Symmonds (QS).

It appeared in the 51-100 bracket in the 2019 QS World University Rankings by Subject Area published on 27 February. This is the first time since 2017 that UP has been ranked in the subject.

The 2019 rankings cover 48 subjects in five broad areas. Although UP scored in 34 subjects, it was included in the rankings for only 14.

The national university advanced several places in politics and international studies and was able to maintain its position in English language and literature, agriculture and forestry, medicine, environmental sciences, and sociology. This year likewise saw UP’s initial entry in geography, business and management studies, economics and econometrics, and law. However, UP slipped in the rankings for archaeology as well as in modern languages, and lost a place in the table for linguistics."
Panaad ug Kabilin sa Yutang Gisaad – University of the Philippines,https://up.edu.ph/panaad-ug-kabilin-sa-yutang-gisaad/,"

President Angelo Jimenez speaking at the President’s Night. Photo by Abraham Arboleda, UP MPRO.
An Oath and a Legacy for the Land of Promise"
The researcher as storyteller – University of the Philippines,https://up.edu.ph/the-researcher-as-storyteller/,"The researcher as storyteller
October 4, 2017 | Written by J. Mikhail Solitario



“I talked to this jeepney driver who told me he had changed his mind about this administration. He was listening to this daily radio drama where one of the characters was a drug addict who got killed in a police operation. For him, it was a turning point.” This is how Assistant Professor Cleve Kevin Robert Arguelles retells a story of one of his interviewees for his research on populist publics which earned him the distinction of best thesis in his master’s program abroad.

First love: research

Like most Political Science majors, Cleve chose his undergraduate program as a stepping stone to Law. After several Political Science courses, he began to develop an interest in politics and its relatively “non-legal” aspects, such as political dynamics and political behavior. In his senior year, he became a research assistant to Professor Dr. Clarita Carlos of the UP Diliman Department of Political Science. Dr. Carlos mentored Arguelles in a wide array of research projects which he found fascinating. It was the demand to multitask that captured his interest: working with a different agency every day, from the Metro Manila Development Authority to the International Labor Organization.

 

Prof. Arguelles in an interview at ANC’s Talkback

 

The decision to teach came a little later, before graduation, when he realized that teaching was something he had been doing both as an activist and a former Regent, by going around UP’s constituent units and discussing UP issues with a big audience. His first applications for teaching went to other state universities in Manila because he wasn’t very confident that he would get accepted in UP. His primary motivation was still anchored on his first love: research. “We produce knowledge, but before we do that, you have to acquire knowledge first,” Cleve adds.

His first years of teaching in the Polytechnic University of the Philippines and the Pamantasan ng Lungsod ng Maynila exposed him to realities outside UP—big classes, inadequate facilities, and different teaching styles. Looking back, he was thankful for the experience of teaching in other universities and handling students who were not political science majors. When he finally taught Political Science majors in UP Manila, the transition was not that difficult. Arguelles is currently the Chair of the Political Science Program which entails not just an academic but an administrative workload as well.

He believes UP can excel further by blending research into teaching, which develops not just critical thinking skills but sparks the interest of students for research even in non-method courses. With a research mindset, UP students may be able to transition from being mere consumers of knowledge to producers as well.

 

Prof. Arguelles poses with a marker in Central European University

 

A different kind of training

Arguelles finished finished an MA degree in Political Science (US diploma) and a Master’s Further Level Specialization Degree in Comparative Political Science (Hungarian diploma) in the Central European University (CEU) in Budapest, Hungary, with highest honors (summa cum laude). “I was already doing graduate studies here in Diliman in Philippine Studies first, before transferring to Political Science. However, I wanted to be acquainted with a different kind of training. UP is already the top institution in the country, but in the region and in the world, we still need to catch up,” says Arguelles.

 

Prof. Arguelles with his graduating class in Central European University in Hungary

 "
"UP breaks into world’s top 100 universities for the performing arts, development studies – University of the Philippines",https://up.edu.ph/up-breaks-into-worlds-top-100-universities-for-the-performing-arts-development-studies/,"


 

When it comes to the subjects of Performing Arts and Development Studies, the University of the Philippines ranks among the world’s top 100 universities, according to the rankings by subject released on March 4, 2020 by the British company, Quacquarelli Symmonds (QS).

This is the first time the national university has been ranked for Performing Arts; and the second time in two consecutive years for Development Studies, in both years placing at the top 100. Last year, the Juilliard School was number one for Performing Arts; and, the University of Sussex, for Development Studies."
“Balete’s mouse”: New genus of “shrew mice” named in honor of Filipino biologist – University of the Philippines,https://up.edu.ph/baletes-mouse-new-genus-of-shrew-mice-named-in-honor-of-filipino-biologist/,"

One of the members of the newly discovered genus, “Balete’s mouse, “was caught on camera. Photo by Danilo Balete.

They might not get as much attention as the Amazon Rainforest or the Great Barrier Reef, but the mountains of the Philippines are some of the most biodiverse places on the planet.

Inch for inch, these misty cloud forests are home to more unique species of mammals per square mile than anywhere else on Earth. Finding these mammals, most of which are tiny and hard to spot, is challenging work for even the most seasoned scientists. But the late biologist Danilo “Danny” Balete, University of the Philippines (UP) Los Baños alumnus, lecturer at the UP Diliman Institute of Biology, and former research associate in the Field Museum of Natural History in Chicago, had a special knack for fieldwork. One of the mice he discovered turned out to be not just a new species but a new genus entirely.

“In the past several decades, we’ve learned just how incredibly important the Philippines are in terms of being home to mammals that are found nowhere else, and a lot of that knowledge can be traced back to fieldwork led by Danny Balete,” says Larry Heaney, the curator of mammals at Chicago’s Field Museum and senior author of the paper describing the new mouse in the Journal of Mammalogy.

“Naming a new species after anyone is a big deal, a major honor given to people who make long-term, high-impact contributions to biodiversity science,” says Dakota Rowsey, the study’s first author and the vertebrate collections manager at Arizona State University and research associate at the Field Museum. “Naming a new genus after someone is one of the highest honors biologists can bestow.”

“Sky islands” in the Philippines

The mountainous geography of the Philippines contributes to its biodiversity. Its high mountains are cooler and much wetter than the surrounding lowlands, making it difficult for small mammals to get from one mountain peak to the next. As a result, they tend to stay isolated on their own “sky islands,” evolving separately from each other and forming new species.

“The taller and the bigger the mountain range, the more species of mammals will be living there that don’t live anywhere else in the world,” says Heaney.

Filipino biodiversity scientist

Filipino biologist Danny Balete posing with children. Photo by Larry Heaney, The Field Museum of Natural History, Chicago.

Heaney has been studying the mammals of the Philippines for 40 years, and he first met Danny Balete in the late 1980s. At the time, Balete had completed his Bachelor of Science degree in Zoology from UPLB. He was already making a name for himself with his love of nature and skill at fieldwork.

“I was establishing a research program and asked, ‘Who would be a good, enthusiastic young person to take into the field?’ And several people immediately said, ‘Danny Balete.’ So I invited him to do field work with me, and he did fantastically well,” remembers Heaney. “He was just a superb field biologist. Danny could identify every plant, every frog, every bug, everything that you encountered. It was just astounding.” Balete and Heaney went on to work together for the next 25 years until Balete’s sudden death in 2017.

“Danny contributed hugely to scientific knowledge about biological diversity in the Philippines. His enjoyment of biodiversity was infectious, making him a mentor and inspiration to a generation of researchers and conservationists,” says Mariano Roy Duya, Assistant Professor at the Institute of Biology, UP Diliman, and co-author of the new publication. “By the time of his death at far too young, he was already one of the most prominent biodiversity scientists working in the Philippines.”

Even after his death, Balete continues to shape what scientists know about Philippine mammals. When scientists discover something in the field, it often takes years for their work to be analyzed, written up, and published. That is the case with the newly described shrew mouse.

A new kind of mouse

Danny Balete in the midst of conducting fieldwork deep in the Philippine forests and mountains. Photo by Larry Heaney, The Field Museum of Natural History, Chicago.

In 2007 and 2010, Balete went on expeditions to Mount Kampalili on the island of Mindanao as part of a Field Museum collaboration with the Philippine Eagle Foundation. The museum wanted to know what mammals lived alongside one of the largest and most critically endangered birds, the Philippine eagle (Pithecophaga jefferyi)."
